text	label
salford royal  formerly hope hospital  is a large hospital in salford england managed by the salford royal nhs foundation trust	7
tolombeh ye shileh jar  persian: also romanized as tolombeh ye sh leh jar  is a village in koshkuiyeh rural district koshkuiyeh district rafsanjan county kerman province iran at the 2006 census its population was 9 in 4 families	9
a jingle truck is a colourfully decorated truck typically in pakistan it is a slang term for the customised trucks and buses common throughout the region they can also be found in afghanistan	6
german submarine u 430 was a type viic u boat of nazi germany 's kriegsmarine during world war ii she carried out no patrols she did not sink or damage any ships she was sunk in northern germany by us bombs in march 1945	6
the american elm ulmus americana 'vase' was listed in edition 5 of the 1949 plant buyers guide no details of provenance of the tree are available and its status as a true cultivar is uncertain green regarded the tree as neither clonal nor a true cultivar	11
takipi is a software analytics company based in israel the company develops a static and dynamic code analysis technology to analyze code events in real time the technology 's focus is large scale java and scala code bases	1
the burge house is a house located in houston texas united states listed on the national register of historic places	7
sesleria caerulea  blue moor grass  is a species of perennial grass in the poaceae family native to europe	11
lauvnesvatnet is a lake in the municipalities of sigdal and flesberg in buskerud county norway	8
luisa v rk  born 6 february 1987 in elva  is an estonian singer v rk was a runner up of on the first season of estonian pop idol  eesti otsib superstaari  she was also a runner up on tantsud t htedega estonia 's version of dancing with the stars	3
south tyneside nhs foundation trust which was formed in 1993 runs south tyneside district hospital providing healthcare services for south shields jarrow hebburn boldon cleadon and whitburn	7
the isaacs fury is a british homebuilt sporting biplane designed by john isaacs as a seven tenths scale replica of the hawker fury fighter	6
pseudalcantarea is a subgenus of the genus tillandsia	11
budrakatti is a village in belgaum district in the southern state of karnataka india	9
the izvorul b rlei river is a tributary of the rebra river in romania	8
the miferma class cc 01 21 diesel locomotives were built by alsthom in france between 1961 and 1965	6
dumpton school is an independent day school in wimborne dorset south west england for 2 to 13 year old children	2
pokowalska p k valska is a village in the administrative district of gmina z oczew within sieradz county d voivodeship in central poland	9
edward john johnnie spencer 8th earl spencer mvo  24 january 1924 29 march 1992  styled viscount althorp until 1975 was a british peer and the father of diana princess of wales	5
the huc river is a tributary of the hatnu a river in romania	8
lymania corallina is a species of the genus lymania this species is endemic to brazil	11
william henry cavendish cavendish scott bentinck 4th duke of portland kg frs fsa  24 june 1768 27 march 1854  styled marquess of titchfield until 1809 was a british politician who served in various positions in the governments of george canning and lord goderich	5
sobareutis conchophanes is a species of moth of the family yponomeutidae it is found in borneo the male of this species has a wingspan of 12mm	10
goodrich high school is a 1a public high school located in goodrich texas it is a part of the goodrich independent school district that serves students in south central polk county texas in 2011 the school was rated academically unacceptable by the texas education agency	2
camp chase was a military staging training and prison camp in columbus ohio during the american civil war all that remains of the camp today is a confederate cemetery containing 2260 graves the cemetery is located in what is now the hilltop neighborhood of columbus ohio	7
jacques aliamet  30 november 1726 abbeville 29 may 1788 paris  was a french engraver his brother fran ois germain aliamet was also an engraver he perfected drypoint and his several surviving works include engravings after nicolaes berchem philips wouwerman and claude joseph vernet	3
zuercherella is an extinct genus of cephalopod belonging to the ammonite subclass	10
laura bravo more commonly known as lori bravo  born may 16 1966  is an avant garde musician painter and photographer from glendale arizona she was formerly the singer and bassist with death metal pioneers nuclear death but is currently performing with her side project raped	3
the ml cile river is a tributary of the r ul es in romania	8
the canaraua fetei river is a tributary of the danube in romania	8
the focke wulf ta 152 was a world war ii german high altitude fighter interceptor designed by kurt tank and produced by focke wulf the ta 152 was a development of the focke wulf fw 190 aircraft	6
terry stanton cornutt  born october 2 1952 in roseburg oregon  is former major league baseball pitcher who played for the san francisco giants in 1977 and 1978	4
